,Instrument,Insider Full Name,Insider Role Type,Insider Shares Traded (Adjusted),Insider Transaction Type,Insider Transaction Type(Short),Insider Transaction Price,Insider Shares Traded (As Reported),Insider Transaction Date
2867,AMZN.O,Jassy (Andrew R),,88,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,88,2018-04-02
2868,AMZN.O,Jassy (Andrew R),,88,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,88,2018-04-02
2869,AMZN.O,Jassy (Andrew R),,117,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,117,2018-04-02
2870,AMZN.O,Jassy (Andrew R),,116,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,116,2018-04-02
2871,AMZN.O,Jassy (Andrew R),,117,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,117,2018-04-02
2872,AMZN.O,Jassy (Andrew R),,116,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,116,2018-04-02
2873,AMZN.O,Jassy (Andrew R),,1250,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,1250,2018-04-02
2874,AMZN.O,Jassy (Andrew R),,1250,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,1250,2018-04-02
2875,AMZN.O,Jassy (Andrew R),,1250,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,1250,2018-04-02
2876,AMZN.O,Blackburn Jeffrey M,,1250,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,1250,2018-04-02
2877,AMZN.O,Blackburn Jeffrey M,,1250,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,1250,2018-04-02
2878,AMZN.O,Blackburn Jeffrey M,,1250,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,1250,2018-04-02
2879,AMZN.O,Blackburn Jeffrey M,,1250,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,1250,2018-04-02
2880,AMZN.O,Blackburn Jeffrey M,,1006,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,1006,2018-04-02
2881,AMZN.O,Blackburn Jeffrey M,,1006,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,1006,2018-04-02
2882,AMZN.O,Blackburn Jeffrey M,,1006,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,1006,2018-04-02
2883,AMZN.O,Wilke (Jeffrey A),,1250,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,1250,2018-04-02
2884,AMZN.O,Wilke (Jeffrey A),,1005,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,1005,2018-04-02
2885,AMZN.O,Wilke (Jeffrey A),,531,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,531,2018-04-02
2886,AMZN.O,Wilke (Jeffrey A),,531,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,531,2018-04-02
2887,AMZN.O,Wilke (Jeffrey A),,531,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,531,2018-04-02
2888,AMZN.O,Wilke (Jeffrey A),,530,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,530,2018-04-02
2889,AMZN.O,Wilke (Jeffrey A),,689,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,689,2018-04-02
2890,AMZN.O,Wilke (Jeffrey A),,689,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,689,2018-04-02
2891,AMZN.O,Wilke (Jeffrey A),,688,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,688,2018-04-02
2892,AMZN.O,Wilke (Jeffrey A),,688,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,688,2018-04-02
2893,AMZN.O,Wilke (Jeffrey A),,531,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,531,2018-04-02
2894,AMZN.O,Wilke (Jeffrey A),,531,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,531,2018-04-02
2895,AMZN.O,Jassy (Andrew R),,531,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,531,2018-04-02
2896,AMZN.O,Jassy (Andrew R),,530,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,530,2018-04-02
2897,AMZN.O,Blackburn Jeffrey M,,689,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,689,2018-04-02
2898,AMZN.O,Olsavsky (Brian T.),,689,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,689,2018-04-02
2899,AMZN.O,Zapolsky David,,688,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,688,2018-04-02
2900,AMZN.O,Reynolds (Shelley L),,688,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,688,2018-04-02
2901,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1570.0,-100,2018-03-21
2902,AMZN.O,Wilke (Jeffrey A),Officer,-50,Open market or private sale of non-derivative or derivative security,Open Market Sale,1578.47,-50,2018-03-21
2903,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1582.19,-100,2018-03-21
2904,AMZN.O,Wilke (Jeffrey A),Officer,-20,Open market or private sale of non-derivative or derivative security,Open Market Sale,1569.36,-20,2018-03-20
2905,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1575.96,-100,2018-03-20
2906,AMZN.O,Wilke (Jeffrey A),Officer,-30,Open market or private sale of non-derivative or derivative security,Open Market Sale,1580.6,-30,2018-03-20
2907,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1583.81,-100,2018-03-20
2908,AMZN.O,Jeffrey & Liesl Wilke Revocable Trust,Trustee,-150,Open market or private sale of non-derivative or derivative security,Open Market Sale,1549.32,-150,2018-03-08
2909,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1550.77,-100,2018-03-08
2910,AMZN.O,Wilke (Jeffrey A),Officer,,,,,,2018-03-08
2911,AMZN.O,Gorelick (Jamie S),,207,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,207,2018-03-07
2912,AMZN.O,Gorelick (Jamie S),,207,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,207,2018-03-07
2913,AMZN.O,Wilke (Jeffrey A),Officer,207,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,207,2018-03-07
2914,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1528.1,-100,2018-03-07
2915,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1538.93,-100,2018-03-07
2916,AMZN.O,Gorelick (Jamie S),,-50,Open market or private sale of non-derivative or derivative security,Open Market Sale,1542.5,-50,2018-03-07
2917,AMZN.O,Wilke (Jeffrey A),Officer,-150,Open market or private sale of non-derivative or derivative security,Open Market Sale,1517.43,-150,2018-02-28
2918,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1520.02,-100,2018-02-28
2919,AMZN.O,Wilke (Jeffrey A),Officer,-66,Bona fide gift,Gift,0.0,-66,2018-02-27
2920,AMZN.O,Wilke (Jeffrey A),Officer,-250,Open market or private sale of non-derivative or derivative security,Open Market Sale,1513.25,-250,2018-02-27
2921,AMZN.O,Wilke (Jeffrey A),Officer,-400,Open market or private sale of non-derivative or derivative security,Open Market Sale,1514.68,-400,2018-02-27
2922,AMZN.O,Wilke (Jeffrey A),Officer,-300,Open market or private sale of non-derivative or derivative security,Open Market Sale,1515.3,-300,2018-02-27
2923,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1516.88,-100,2018-02-27
2924,AMZN.O,Wilke (Jeffrey A),Officer,-200,Open market or private sale of non-derivative or derivative security,Open Market Sale,1517.59,-200,2018-02-27
2925,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1519.11,-100,2018-02-27
2926,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1521.93,-100,2018-02-27
2927,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1524.05,-100,2018-02-27
2928,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1487.63,-100,2018-02-23
2929,AMZN.O,Wilke (Jeffrey A),Officer,-200,Open market or private sale of non-derivative or derivative security,Open Market Sale,1488.87,-200,2018-02-23
2930,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1490.21,-100,2018-02-23
2931,AMZN.O,Wilke (Jeffrey A),Officer,-600,Open market or private sale of non-derivative or derivative security,Open Market Sale,1491.37,-600,2018-02-23
2932,AMZN.O,Wilke (Jeffrey A),Officer,-300,Open market or private sale of non-derivative or derivative security,Open Market Sale,1492.39,-300,2018-02-23
2933,AMZN.O,Wilke (Jeffrey A),Officer,-200,Open market or private sale of non-derivative or derivative security,Open Market Sale,1493.54,-200,2018-02-23
2934,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1495.39,-100,2018-02-23
2935,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1497.74,-100,2018-02-23
2936,AMZN.O,Wilke (Jeffrey A),Officer,-300,Open market or private sale of non-derivative or derivative security,Open Market Sale,1499.1,-300,2018-02-23
2937,AMZN.O,Alberg (Thomas Austin),Director,,,,,,2018-02-22
2938,AMZN.O,Wilke (Jeffrey A),Officer,,,,,,2018-02-22
2939,AMZN.O,Wilke (Jeffrey A),Officer,-102,Open market or private sale of non-derivative or derivative security,Open Market Sale,1478.52,-102,2018-02-22
2940,AMZN.O,Wilke (Jeffrey A),Officer,-198,Open market or private sale of non-derivative or derivative security,Open Market Sale,1479.53,-198,2018-02-22
2941,AMZN.O,Wilke (Jeffrey A),Officer,-200,Open market or private sale of non-derivative or derivative security,Open Market Sale,1481.35,-200,2018-02-22
2942,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1483.11,-100,2018-02-22
2943,AMZN.O,Wilke (Jeffrey A),Officer,-300,Open market or private sale of non-derivative or derivative security,Open Market Sale,1485.0,-300,2018-02-22
2944,AMZN.O,Wilke (Jeffrey A),Officer,-200,Open market or private sale of non-derivative or derivative security,Open Market Sale,1486.53,-200,2018-02-22
2945,AMZN.O,Wilke (Jeffrey A),Officer,-200,Open market or private sale of non-derivative or derivative security,Open Market Sale,1490.02,-200,2018-02-22
2946,AMZN.O,Wilke (Jeffrey A),Officer,-200,Open market or private sale of non-derivative or derivative security,Open Market Sale,1491.45,-200,2018-02-22
2947,AMZN.O,Wilke (Jeffrey A),Officer,-300,Open market or private sale of non-derivative or derivative security,Open Market Sale,1493.19,-300,2018-02-22
2948,AMZN.O,Blackburn Jeffrey M,Affiliated Person,-200,Open market or private sale of non-derivative or derivative security,Open Market Sale,1495.6,-200,2018-02-22
2949,AMZN.O,Reynolds (Shelley L),Affiliated Person,,,,,,2018-02-22
2950,AMZN.O,Zapolsky David,Affiliated Person,,,,,,2018-02-22
2951,AMZN.O,Alberg (Thomas Austin),Director,-670,Open market or private sale of non-derivative or derivative security,Open Market Sale,1500.0,-670,2018-02-21
2952,AMZN.O,Blackburn Jeffrey M,Officer,-4213,Bona fide gift,Gift,0.0,-4213,2018-02-20
2953,AMZN.O,Olsavsky (Brian T.),Unknown,-212,Bona fide gift,Gift,0.0,-212,2018-02-16
2954,AMZN.O,Wilke (Jeffrey A),Officer,-300,Open market or private sale of non-derivative or derivative security,Open Market Sale,1448.87,-300,2018-02-16
2955,AMZN.O,Wilke (Jeffrey A),Officer,-200,Open market or private sale of non-derivative or derivative security,Open Market Sale,1449.87,-200,2018-02-16
2956,AMZN.O,Wilke (Jeffrey A),Officer,-400,Open market or private sale of non-derivative or derivative security,Open Market Sale,1451.19,-400,2018-02-16
2957,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1455.01,-100,2018-02-16
2958,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1456.01,-100,2018-02-16
2959,AMZN.O,Wilke (Jeffrey A),Officer,-400,Open market or private sale of non-derivative or derivative security,Open Market Sale,1456.78,-400,2018-02-16
2960,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1458.5,-100,2018-02-16
2961,AMZN.O,Wilke (Jeffrey A),Officer,-400,Open market or private sale of non-derivative or derivative security,Open Market Sale,1459.9,-400,2018-02-16
2962,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",,,,,,2018-02-16
2963,AMZN.O,Wilke (Jeffrey A),,-35,Bona fide gift,Gift,0.0,-35,2018-02-15
2964,AMZN.O,Wilke (Jeffrey A),Officer,-879,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-879,2018-02-15
2965,AMZN.O,Wilke (Jeffrey A),Officer,879,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,879,2018-02-15
2966,AMZN.O,Wilke (Jeffrey A),Officer,-455,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-455,2018-02-15
2967,AMZN.O,Wilke (Jeffrey A),Officer,-2285,Open market or private sale of non-derivative or derivative security,Open Market Sale,1466.78,-2285,2018-02-15
2968,AMZN.O,Wilke (Jeffrey A),Officer,-455,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-455,2018-02-15
2969,AMZN.O,Wilke (Jeffrey A),Officer,455,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,455,2018-02-15
2970,AMZN.O,Wilke (Jeffrey A),Officer,-1037,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-1037,2018-02-15
2971,AMZN.O,Wilke (Jeffrey A),Officer,-3688,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-3688,2018-02-15
2972,AMZN.O,Wilke (Jeffrey A),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1467.22,-100,2018-02-15
2973,AMZN.O,Wilke (Jeffrey A),Officer,-1100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1466.75,-1100,2018-02-15
2974,AMZN.O,Wilke (Jeffrey A),Officer,-900,Open market or private sale of non-derivative or derivative security,Open Market Sale,1465.12,-900,2018-02-15
2975,AMZN.O,Wilke (Jeffrey A),Officer,-600,Open market or private sale of non-derivative or derivative security,Open Market Sale,1464.09,-600,2018-02-15
2976,AMZN.O,Wilke (Jeffrey A),Officer,-1306,Open market or private sale of non-derivative or derivative security,Open Market Sale,1463.11,-1306,2018-02-15
2977,AMZN.O,Blackburn Jeffrey M,,-1300,Open market or private sale of non-derivative or derivative security,Open Market Sale,1462.09,-1300,2018-02-15
2978,AMZN.O,Blackburn Jeffrey M,,-2207,Open market or private sale of non-derivative or derivative security,Open Market Sale,1461.14,-2207,2018-02-15
2979,AMZN.O,Blackburn Jeffrey M,Officer,-1100,Open market or private sale of non-derivative or derivative security,Open Market Sale,1459.75,-1100,2018-02-15
2980,AMZN.O,Blackburn Jeffrey M,Officer,-1400,Open market or private sale of non-derivative or derivative security,Open Market Sale,1458.33,-1400,2018-02-15
2981,AMZN.O,Blackburn Jeffrey M,Officer,-300,Open market or private sale of non-derivative or derivative security,Open Market Sale,1457.1,-300,2018-02-15
2982,AMZN.O,Blackburn Jeffrey M,Officer,-1253,Open market or private sale of non-derivative or derivative security,Open Market Sale,1456.08,-1253,2018-02-15
2983,AMZN.O,Blackburn Jeffrey M,Officer,-400,Open market or private sale of non-derivative or derivative security,Open Market Sale,1455.07,-400,2018-02-15
2984,AMZN.O,Blackburn Jeffrey M,Officer,-200,Open market or private sale of non-derivative or derivative security,Open Market Sale,1452.94,-200,2018-02-15
2985,AMZN.O,Blackburn Jeffrey M,Officer,-500,Open market or private sale of non-derivative or derivative security,Open Market Sale,1451.74,-500,2018-02-15
2986,AMZN.O,Blackburn Jeffrey M,Officer,1037,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,1037,2018-02-15
